1,56.44829361247435
2,55.24230044393876
3,54.22536481165564
4,54.54136921730159
5,54.698263586414406
6,54.80126727534108
7,55.22114243177019
8,54.018386477431015
9,54.60214402108845
10,54.47402383269077
11,53.43273014210155
12,55.55007729540647
13,54.66533748475082
14,56.998097746561314
15,56.10202964760749
16,43.93708777270421
17,54.684133413772294
18,50.370004933399116
19,57.664906031200104
20,53.09648117492254
21,56.11860684028868
22,59.28038206519219
23,53.69598443796026
25,57.8656853725851
